InteractionID	PeakID.1.	chr.1.	start.1.	end.1.	strand.1.	Total.Reads.1.	PeakID.2.	chr.2.	start.2.	end.2.	strand.2.	Total.Reads.2.	Distance	Interaction.Reads	Expected.Reads	Z.score	LogP	FDR.Benjamini..based.on.3.68e.08.total.tests.	Circos.Thickness
interaction199081	chr15-88200000	chr15	88200000	88300000	+	11439	chr15-71300000	chr15	71300000	71400000	+	8795	16891239	9	2.14562	1.435838	-7.843607	0.725753	2
interaction199087	chr15-32800000	chr15	32800000	32900000	+	11321	chr15-21600000	chr15	21600000	21700000	+	11796	11184976	11	3.109597	1.288146	-7.843496	0.725811	2
interaction199090	chr14-49300000	chr14	49300000	49400000	+	12425	chr14-30600000	chr14	30600000	30700000	+	8158	18677305	9	2.145719	1.433123	-7.843464	0.725824	2
interaction199104	chr14-74000000	chr14	74000000	74100000	+	13017	chr14-66600000	chr14	66600000	66700000	+	12232	7390100	13	4.159184	1.197323	-7.843238	0.725937	2
interaction199113	chr15-97900000	chr15	97900000	98000000	+	13463	chr15-81900000	chr15	81900000	82000000	+	7137	15999725	9	2.145939	1.434055	-7.8431	0.726004	2
interaction199136	chr15-84200000	chr15	84200000	84300000	+	8676	chr15-52700000	chr15	52700000	52800000	+	13444	31530871	9	2.145904	1.432459	-7.8427	0.726211	2
interaction199145	chr15-70900000	chr15	70900000	71000000	+	10816	chr15-53700000	chr15	53700000	53800000	+	14341	17199231	11	3.109974	1.300332	-7.842615	0.726243	2
interaction199149	chr14-65500000	chr14	65500000	65600000	+	12592	chr14-32900000	chr14	32900000	33000000	+	11391	32593908	10	2.615753	1.359391	-7.842578	0.726252	2
interaction199163	chr14-31800000	chr14	31800000	31900000	+	10561	chr14-22600000	chr14	22600000	22700000	+	13396	9193637	12	3.625554	1.230767	-7.842317	0.72639	2
interaction199164	chr15-101800000	chr15	101800000	101900000	+	9997	chr15-89200000	chr15	89200000	89300000	+	13011	12605437	11	3.110171	1.284672	-7.842308	0.726393	2
interaction199178	chr15-67000000	chr15	67000000	67100000	+	9273	chr15-6400000	chr15	6400000	6500000	+	10055	60585890	7	1.294425	1.635086	-7.841939	0.726613	2
interaction199189	chr15-85900000	chr15	85900000	86000000	+	9877	chr15-12100000	chr15	12100000	12200000	+	10759	73791728	7	1.294453	1.679418	-7.84172	0.726729	2
interaction199190	chr14-82500000	chr14	82500000	82600000	+	12419	chr14-44000000	chr14	44000000	44100000	+	14218	38490789	11	3.110189	1.315075	-7.84171	0.726733	2
interaction199191	chr14-65000000	chr14	65000000	65100000	+	11186	chr14-26100000	chr14	26100000	26200000	+	11006	38916324	9	2.146058	1.448773	-7.841679	0.726751	2
interaction199213	chr15-86700000	chr15	86700000	86800000	+	13778	chr15-9300000	chr15	9300000	9400000	+	8071	77397799	7	1.294602	1.684831	-7.841355	0.726907	2
interaction199219	chr15-82300000	chr15	82300000	82400000	+	9718	chr15-67100000	chr15	67100000	67200000	+	10175	15208952	9	2.146269	1.432907	-7.841232	0.726975	2
interaction199224	chr14-117100000	chr14	117100000	117200000	+	11970	chr14-110400000	chr14	110400000	110500000	+	11812	6714235	13	4.160176	1.194593	-7.841141	0.727024	2
interaction199225	chr15-37200000	chr15	37200000	37300000	+	12148	chr15-34800000	chr15	34800000	34900000	+	10484	2386603	17	6.450206	1.109999	-7.84113	0.727026	2
interaction199228	chr15-101100000	chr15	101100000	101200000	+	9954	chr15-84800000	chr15	84800000	84900000	+	9492	16317938	9	2.14634	1.436606	-7.841048	0.727075	2
interaction199233	chr15-85500000	chr15	85500000	85600000	+	8841	chr15-27500000	chr15	27500000	27600000	+	10215	58001494	7	1.294659	1.640996	-7.840946	0.727131	2
interaction199238	chr14-116500000	chr14	116500000	116600000	+	9550	chr14-80500000	chr14	80500000	80600000	+	9633	36000461	8	1.704205	1.523421	-7.840895	0.72715	2
interaction199241	chr15-92200000	chr15	92200000	92300000	+	10580	chr15-65000000	chr15	65000000	65100000	+	10280	27203375	9	2.14634	1.438658	-7.840879	0.727156	2
interaction199250	chr15-45400000	chr15	45400000	45500000	+	9910	chr15-15600000	chr15	15600000	15700000	+	11371	29795522	9	2.146419	1.442595	-7.840693	0.727253	2
interaction199259	chr15-95900000	chr15	95900000	96000000	+	13534	chr15-74500000	chr15	74500000	74600000	+	10942	21421616	11	3.110765	1.30705	-7.840495	0.727364	2
interaction199268	chr14-99900000	chr14	99900000	100000000	+	11882	chr14-4200000	chr14	4200000	4300000	+	10786	95707628	7	1.294728	1.726959	-7.840348	0.727439	2
interaction199269	chr14-33200000	chr14	33200000	33300000	+	7357	chr14-27700000	chr14	27700000	27800000	+	11008	5504659	10	2.616916	1.374957	-7.840346	0.727439	2
interaction199279	chr14-18300000	chr14	18300000	18400000	+	5076	chr14-15400000	chr14	15400000	15500000	+	10055	2891166	10	2.617476	1.427986	-7.840202	0.727509	2
interaction199284	chr14-73800000	chr14	73800000	73900000	+	10099	chr14-41700000	chr14	41700000	41800000	+	11409	32117365	9	2.146568	1.431311	-7.840161	0.727516	2
interaction199290	chr14-55900000	chr14	55900000	56000000	+	10807	chr14-32600000	chr14	32600000	32700000	+	9821	23286822	9	2.146621	1.430996	-7.840043	0.72758	2
interaction199295	chr15-59100000	chr15	59100000	59200000	+	13566	chr15-27600000	chr15	27600000	27700000	+	10803	31519910	10	2.616688	1.361104	-7.839951	0.727635	2
interaction199328	chr14-81300000	chr14	81300000	81400000	+	13932	chr14-40000000	chr14	40000000	40100000	+	11159	41315713	10	2.616827	1.375633	-7.83947	0.727858	2
interaction199333	chr15-101700000	chr15	101700000	101800000	+	12634	chr15-38900000	chr15	38900000	39000000	+	12844	62788751	9	2.146667	1.465008	-7.839418	0.727878	2
interaction199355	chr15-100300000	chr15	100300000	100400000	+	13680	chr15-75600000	chr15	75600000	75700000	+	9286	24680238	10	2.617136	1.362335	-7.839007	0.728099	2
interaction199371	chr15-98500000	chr15	98500000	98600000	+	8617	chr15-79000000	chr15	79000000	79100000	+	8832	19488341	8	1.704789	1.511453	-7.838856	0.728148	2
interaction199377	chr15-44700000	chr15	44700000	44800000	+	12465	chr15-33500000	chr15	33500000	33600000	+	12944	11180318	12	3.626836	1.23197	-7.838762	0.728195	2
interaction199384	chr15-102400000	chr15	102400000	102500000	+	13540	chr15-82800000	chr15	82800000	82900000	+	10565	19614540	11	3.111532	1.296922	-7.838562	0.728317	2
interaction199403	chr15-94700000	chr15	94700000	94800000	+	12114	chr15-70000000	chr15	70000000	70100000	+	10839	24713235	10	2.617277	1.362285	-7.838217	0.728497	2
interaction199405	chr14-123700000	chr14	123700000	123800000	+	12899	chr14-80500000	chr14	80500000	80600000	+	9633	43208215	9	2.147188	1.449797	-7.838205	0.728498	2
interaction199415	chr15-90400000	chr15	90400000	90500000	+	10135	chr15-68600000	chr15	68600000	68700000	+	12618	21799973	10	2.617385	1.36524	-7.838055	0.728571	2
interaction199419	chr14-101300000	chr14	101300000	101400000	+	12109	chr14-10500000	chr14	10500000	10600000	+	10816	90768538	7	1.295245	1.711251	-7.837995	0.728602	2
interaction199423	chr15-72700000	chr15	72700000	72800000	+	12986	chr15-38000000	chr15	38000000	38100000	+	9348	34694845	9	2.147288	1.437699	-7.837941	0.728625	2
interaction199443	chr14-70400000	chr14	70400000	70500000	+	9601	chr14-64600000	chr14	64600000	64700000	+	10843	5816273	11	3.112003	1.307064	-7.837586	0.72881	2
interaction199451	chr15-83500000	chr15	83500000	83600000	+	8892	chr15-35000000	chr15	35000000	35100000	+	12167	48471735	8	1.70514	1.533257	-7.837451	0.72888	2
interaction199456	chr15-86900000	chr15	86900000	87000000	+	12959	chr15-73900000	chr15	73900000	74000000	+	12598	12980606	12	3.627379	1.229993	-7.837426	0.72888	2
interaction199463	chr14-57500000	chr14	57500000	57600000	+	13180	chr14-52700000	chr14	52700000	52800000	+	9594	4806197	13	4.162229	1.211625	-7.837292	0.728952	2
interaction199478	chr14-70900000	chr14	70900000	71000000	+	8945	chr14-51400000	chr14	51400000	51500000	+	8981	19512167	8	1.705247	1.511221	-7.837032	0.729086	2
interaction199500	chr14-16900000	chr14	16900000	17000000	+	9075	chr14-15900000	chr14	15900000	16000000	+	8912	1005706	22	9.572379	1.075302	-7.836789	0.729183	2
interaction199508	chr14-102200000	chr14	102200000	102300000	+	15411	chr14-13000000	chr14	13000000	13100000	+	8592	89230928	7	1.295606	1.703087	-7.836685	0.729229	2
interaction199509	chr15-101000000	chr15	101000000	101100000	+	11669	chr15-99000000	chr15	99000000	99100000	+	8384	1976287	17	6.453534	1.129608	-7.836684	0.729229	2
interaction199519	chr15-96600000	chr15	96600000	96700000	+	10495	chr15-76800000	chr15	76800000	76900000	+	11673	19787743	10	2.617857	1.363011	-7.83659	0.729259	2
interaction199530	chr15-94200000	chr15	94200000	94300000	+	12469	chr15-9400000	chr15	9400000	9500000	+	9875	84761948	7	1.295626	1.69491	-7.836382	0.72937	2
interaction199542	chr15-27000000	chr15	27000000	27100000	+	13903	chr15-23100000	chr15	23100000	23200000	+	9179	3898193	14	4.714186	1.178484	-7.836074	0.729551	2
interaction199570	chr15-77000000	chr15	77000000	77100000	+	12987	chr15-11800000	chr15	11800000	11900000	+	12981	65192224	9	2.147784	1.470272	-7.835674	0.729741	2
interaction199580	chr15-86800000	chr15	86800000	86900000	+	9875	chr15-65900000	chr15	65900000	66000000	+	10460	20902240	9	2.147988	1.443758	-7.835503	0.729829	2
interaction199584	chr14-31300000	chr14	31300000	31400000	+	11599	chr14-21100000	chr14	21100000	21200000	+	10713	10197183	11	3.11269	1.287181	-7.835467	0.729841	2
interaction199585	chr14-79900000	chr14	79900000	80000000	+	11796	chr14-51600000	chr14	51600000	51700000	+	11432	28310075	10	2.618182	1.371263	-7.835442	0.729855	2
interaction199590	chr14-91700000	chr14	91700000	91800000	+	9379	chr14-85100000	chr14	85100000	85200000	+	9799	6593953	10	2.618374	1.362989	-7.835349	0.729904	2
interaction199603	chr15-92900000	chr15	92900000	93000000	+	9590	chr15-55400000	chr15	55400000	55500000	+	15737	37512171	10	2.618426	1.374	-7.835141	0.730009	2
interaction199604	chr15-100400000	chr15	100400000	100500000	+	9471	chr15-96400000	chr15	96400000	96500000	+	11134	3977293	13	4.163225	1.22289	-7.835132	0.730012	2
interaction199623	chr15-95600000	chr15	95600000	95700000	+	10875	chr15-58800000	chr15	58800000	58900000	+	11010	36783153	9	2.148116	1.442218	-7.834886	0.730122	2
interaction199647	chr15-94000000	chr15	94000000	94100000	+	12738	chr15-57500000	chr15	57500000	57600000	+	11665	36498183	10	2.618483	1.370199	-7.834518	0.730303	2
interaction199652	chr15-103300000	chr15	103300000	103400000	+	12153	chr15-27400000	chr15	27400000	27500000	+	11266	75899500	8	1.70583	1.579553	-7.834406	0.730367	2
interaction199662	chr14-59800000	chr14	59800000	59900000	+	11226	chr14-49600000	chr14	49600000	49700000	+	13847	10178360	12	3.628823	1.231422	-7.834261	0.730438	2
interaction199682	chr14-102000000	chr14	102000000	102100000	+	14849	chr14-62200000	chr14	62200000	62300000	+	10647	39805479	10	2.618725	1.375973	-7.834009	0.730548	2
interaction199684	chr15-102600000	chr15	102600000	102700000	+	12286	chr15-74300000	chr15	74300000	74400000	+	4973	28295806	7	1.296457	1.614046	-7.833989	0.730554	2
interaction199713	chr14-113900000	chr14	113900000	114000000	+	9424	chr14-82400000	chr14	82400000	82500000	+	9522	31466504	8	1.706125	1.511517	-7.833578	0.730748	2
interaction199723	chr15-94100000	chr15	94100000	94200000	+	9313	chr15-73400000	chr15	73400000	73500000	+	10775	20681013	9	2.148667	1.44161	-7.833384	0.730853	2
interaction199724	chr15-45800000	chr15	45800000	45900000	+	10741	chr15-16700000	chr15	16700000	16800000	+	8082	29096731	8	1.706274	1.521559	-7.833315	0.7309	2
interaction199728	chr14-78800000	chr14	78800000	78900000	+	11686	chr14-56200000	chr14	56200000	56300000	+	13576	22607391	11	3.113445	1.295406	-7.833253	0.73093	2
interaction199731	chr15-101100000	chr15	101100000	101200000	+	9954	chr15-72900000	chr15	72900000	73000000	+	10555	28193625	9	2.148667	1.442259	-7.833237	0.730936	2
interaction199735	chr15-97300000	chr15	97300000	97400000	+	7165	chr15-93400000	chr15	93400000	93500000	+	12734	3916355	12	3.629947	1.276078	-7.833182	0.730957	2
interaction199751	chr14-30700000	chr14	30700000	30800000	+	9769	chr14-20900000	chr14	20900000	21000000	+	12513	9780266	11	3.113717	1.284896	-7.833011	0.731027	2
interaction199774	chr15-92500000	chr15	92500000	92600000	+	7704	chr15-64800000	chr15	64800000	64900000	+	14116	27729306	9	2.149014	1.440279	-7.832702	0.731165	2
interaction199798	chr14-32800000	chr14	32800000	32900000	+	9891	chr14-32000000	chr14	32000000	32100000	+	8579	798187	25	11.548081	1.038518	-7.832214	0.731434	2
interaction199801	chr14-55700000	chr14	55700000	55800000	+	14983	chr14-31800000	chr14	31800000	31900000	+	10561	23883010	11	3.113963	1.294706	-7.832145	0.731473	2
interaction199810	chr15-77600000	chr15	77600000	77700000	+	10854	chr15-27500000	chr15	27500000	27600000	+	10215	50113470	8	1.706513	1.526725	-7.831956	0.73158	2
interaction199823	chr15-77500000	chr15	77500000	77600000	+	8798	chr15-75600000	chr15	75600000	75700000	+	9286	1885284	15	5.283062	1.211841	-7.831649	0.731756	2
interaction199836	chr14-70800000	chr14	70800000	70900000	+	7849	chr14-69900000	chr14	69900000	70000000	+	11785	901617	24	10.88486	1.04135	-7.831521	0.731814	2
interaction199838	chr15-46400000	chr15	46400000	46500000	+	10857	chr15-21800000	chr15	21800000	21900000	+	12455	24582503	10	2.619567	1.360024	-7.831496	0.731814	2
interaction199844	chr15-85700000	chr15	85700000	85800000	+	7744	chr15-73500000	chr15	73500000	73600000	+	6975	12213000	7	1.296854	1.588945	-7.831389	0.731873	2
interaction199851	chr14-58300000	chr14	58300000	58400000	+	11581	chr14-31300000	chr14	31300000	31400000	+	11599	26983240	10	2.619605	1.367633	-7.831245	0.731949	2
interaction199868	chr15-87800000	chr15	87800000	87900000	+	13004	chr15-52100000	chr15	52100000	52200000	+	9277	35721692	9	2.149389	1.439533	-7.831001	0.732065	2
interaction199888	chr15-74900000	chr15	74900000	75000000	+	7806	chr15-57700000	chr15	57700000	57800000	+	13267	17182095	9	2.149636	1.433012	-7.830608	0.732283	2
interaction199891	chr14-46800000	chr14	46800000	46900000	+	7655	chr14-44000000	chr14	44000000	44100000	+	14218	2782268	15	5.284001	1.163808	-7.830595	0.732283	2
interaction199894	chr15-100900000	chr15	100900000	101000000	+	8613	chr15-84200000	chr15	84200000	84300000	+	8676	16688715	8	1.706963	1.51493	-7.830553	0.732298	2
interaction199913	chr15-64600000	chr15	64600000	64700000	+	9051	chr15-13700000	chr15	13700000	13800000	+	12465	50887899	8	1.707013	1.524228	-7.830264	0.73244	2
interaction199922	chr14-32200000	chr14	32200000	32300000	+	10579	chr14-21400000	chr14	21400000	21500000	+	10002	10792151	10	2.620091	1.349562	-7.830155	0.732487	2
interaction199930	chr15-65100000	chr15	65100000	65200000	+	13621	chr15-56300000	chr15	56300000	56400000	+	9296	8814218	11	3.114912	1.292837	-7.830004	0.732569	2
interaction199969	chr15-87700000	chr15	87700000	87800000	+	8385	chr15-45500000	chr15	45500000	45600000	+	11893	42193555	8	1.707287	1.528516	-7.829371	0.73289	2
interaction199970	chr15-40500000	chr15	40500000	40600000	+	13598	chr15-33600000	chr15	33600000	33700000	+	8474	6911543	11	3.115265	1.300545	-7.82937	0.73289	2
interaction200006	chr14-73500000	chr14	73500000	73600000	+	11035	chr14-26500000	chr14	26500000	26600000	+	9382	46984078	8	1.707379	1.527205	-7.8288	0.733172	2
interaction200043	chr15-56100000	chr15	56100000	56200000	+	13409	chr15-22100000	chr15	22100000	22200000	+	10967	33987311	10	2.62066	1.366579	-7.828272	0.733424	2
interaction200044	chr15-101800000	chr15	101800000	101900000	+	9997	chr15-57300000	chr15	57300000	57400000	+	10023	44496025	8	1.707493	1.531714	-7.828252	0.733435	2
interaction200059	chr14-27600000	chr14	27600000	27700000	+	10996	chr14-25800000	chr14	25800000	25900000	+	11094	1793530	20	8.301682	1.043956	-7.828018	0.733551	2
interaction200066	chr15-87500000	chr15	87500000	87600000	+	11400	chr15-22900000	chr15	22900000	23000000	+	14672	64600114	9	2.150194	1.460585	-7.827921	0.733597	2
interaction200091	chr14-74100000	chr14	74100000	74200000	+	10471	chr14-61000000	chr14	61000000	61100000	+	13812	13108321	11	3.115724	1.285581	-7.827523	0.733797	2
interaction200103	chr15-51700000	chr15	51700000	51800000	+	11113	chr15-8300000	chr15	8300000	8400000	+	11754	43385844	9	2.150409	1.447362	-7.82726	0.733947	2
interaction200105	chr15-44800000	chr15	44800000	44900000	+	10074	chr15-21300000	chr15	21300000	21400000	+	10780	23505447	9	2.150478	1.429929	-7.827225	0.733965	2
interaction200107	chr15-90900000	chr15	90900000	91000000	+	8105	chr15-50200000	chr15	50200000	50300000	+	12318	40706232	8	1.70787	1.528903	-7.827215	0.733965	2
interaction200113	chr15-90600000	chr15	90600000	90700000	+	12592	chr15-71000000	chr15	71000000	71100000	+	10003	19608589	10	2.62111	1.358477	-7.827171	0.733975	2
interaction200121	chr14-32200000	chr14	32200000	32300000	+	10579	chr14-26000000	chr14	26000000	26100000	+	13183	6231995	13	4.1667	1.193141	-7.827026	0.734052	2
interaction200139	chr14-123300000	chr14	123300000	123400000	+	12062	chr14-47600000	chr14	47600000	47700000	+	11669	75712729	8	1.707852	1.579559	-7.826636	0.734273	2
interaction200155	chr14-89700000	chr14	89700000	89800000	+	11502	chr14-7800000	chr14	7800000	7900000	+	9802	81929016	7	1.297875	1.68496	-7.82618	0.734549	2
interaction200173	chr15-83800000	chr15	83800000	83900000	+	9106	chr15-71800000	chr15	71800000	71900000	+	12526	11991945	10	2.621635	1.348534	-7.825873	0.734708	2
interaction200176	chr15-72800000	chr15	72800000	72900000	+	9011	chr15-57800000	chr15	57800000	57900000	+	11212	15020272	9	2.150975	1.429	-7.825823	0.734734	2
interaction200180	chr15-90700000	chr15	90700000	90800000	+	10889	chr15-46300000	chr15	46300000	46400000	+	9492	44400317	8	1.708173	1.530736	-7.825749	0.734773	2
interaction200183	chr14-64800000	chr14	64800000	64900000	+	15207	chr14-52900000	chr14	52900000	53000000	+	10692	11920727	12	3.632444	1.230923	-7.825693	0.734805	2
interaction200190	chr15-100800000	chr15	100800000	100900000	+	12819	chr15-83700000	chr15	83700000	83800000	+	11102	17112983	11	3.116388	1.299926	-7.825617	0.734834	2
interaction200191	chr15-87500000	chr15	87500000	87600000	+	11400	chr15-70900000	chr15	70900000	71000000	+	10816	16595723	10	2.621591	1.363316	-7.825577	0.734859	2
interaction200193	chr14-102400000	chr14	102400000	102500000	+	12265	chr14-12700000	chr14	12700000	12800000	+	10776	89692392	7	1.297991	1.701361	-7.825529	0.734888	2
interaction200232	chr15-85200000	chr15	85200000	85300000	+	12177	chr15-59700000	chr15	59700000	59800000	+	10992	25496588	10	2.621798	1.365386	-7.824936	0.73518	2
interaction200235	chr14-122200000	chr14	122200000	122300000	+	11602	chr14-35500000	chr14	35500000	35600000	+	10669	86720076	7	1.298134	1.694078	-7.824893	0.735201	2
interaction200239	chr15-37200000	chr15	37200000	37300000	+	12148	chr15-34200000	chr15	34200000	34300000	+	12410	3009179	17	6.459323	1.080928	-7.824808	0.735249	2
interaction200247	chr15-61800000	chr15	61800000	61900000	+	12901	chr15-58700000	chr15	58700000	58800000	+	10944	3096201	16	5.866639	1.111509	-7.824737	0.735274	2
interaction200261	chr15-99100000	chr15	99100000	99200000	+	9572	chr15-75500000	chr15	75500000	75600000	+	10613	23598298	9	2.151355	1.429172	-7.824434	0.735442	2
interaction200266	chr14-70200000	chr14	70200000	70300000	+	9606	chr14-27400000	chr14	27400000	27500000	+	13110	42802232	9	2.151368	1.446799	-7.824383	0.735465	2
interaction200287	chr15-100600000	chr15	100600000	100700000	+	7936	chr15-57600000	chr15	57600000	57700000	+	12454	42981562	8	1.708714	1.526967	-7.824044	0.735634	2
interaction200307	chr15-85500000	chr15	85500000	85600000	+	8841	chr15-76300000	chr15	76300000	76400000	+	11398	9209893	10	2.622387	1.346511	-7.823752	0.735775	2
interaction200314	chr14-122200000	chr14	122200000	122300000	+	11602	chr14-119100000	chr14	119100000	119200000	+	10806	3114229	16	5.867268	1.111394	-7.823654	0.735823	2
interaction200327	chr14-76400000	chr14	76400000	76500000	+	10509	chr14-32600000	chr14	32600000	32700000	+	9821	43798530	8	1.708743	1.527834	-7.823513	0.735878	2
interaction200328	chr15-101000000	chr15	101000000	101100000	+	11669	chr15-61800000	chr15	61800000	61900000	+	12901	39198869	10	2.622244	1.373753	-7.823501	0.735883	2
interaction200334	chr14-76200000	chr14	76200000	76300000	+	6939	chr14-60800000	chr14	60800000	60900000	+	11567	15377876	8	1.708952	1.51121	-7.823445	0.735903	2
interaction200346	chr15-46400000	chr15	46400000	46500000	+	10857	chr15-17300000	chr15	17300000	17400000	+	7958	29082125	8	1.708907	1.520213	-7.823302	0.735963	2
interaction200364	chr15-97600000	chr15	97600000	97700000	+	7144	chr15-82000000	chr15	82000000	82100000	+	10396	15592252	8	1.709029	1.511913	-7.82308	0.736063	2
interaction200369	chr15-96700000	chr15	96700000	96800000	+	9337	chr15-82700000	chr15	82700000	82800000	+	12291	14021805	10	2.622604	1.353401	-7.82297	0.736126	2
interaction200371	chr14-121800000	chr14	121800000	121900000	+	8528	chr14-119000000	chr14	119000000	119100000	+	7035	2808376	11	3.117964	1.365333	-7.822939	0.736138	2
interaction200448	chr15-44400000	chr15	44400000	44500000	+	11570	chr15-34600000	chr15	34600000	34700000	+	9517	9793111	10	2.623116	1.34587	-7.821423	0.736975	2
interaction200449	chr15-87600000	chr15	87600000	87700000	+	7785	chr15-43700000	chr15	43700000	43800000	+	13323	43881673	8	1.709414	1.527255	-7.821417	0.736975	2
interaction200459	chr15-84000000	chr15	84000000	84100000	+	9777	chr15-76000000	chr15	76000000	76100000	+	4678	8020325	7	1.299317	1.605924	-7.82119	0.737104	2
interaction200460	chr14-122400000	chr14	122400000	122500000	+	12601	chr14-119200000	chr14	119200000	119300000	+	13577	3213028	19	7.680943	1.012028	-7.821188	0.737104	2
interaction200464	chr14-60800000	chr14	60800000	60900000	+	11567	chr14-48800000	chr14	48800000	48900000	+	12189	12000219	11	3.11807	1.285597	-7.821083	0.737165	2
interaction200485	chr15-89400000	chr15	89400000	89500000	+	9135	chr15-73400000	chr15	73400000	73500000	+	10775	15971846	9	2.152512	1.431272	-7.820714	0.737359	2
interaction200487	chr15-56800000	chr15	56800000	56900000	+	12355	chr15-15000000	chr15	15000000	15100000	+	10277	41804349	9	2.152448	1.446017	-7.820674	0.737381	2
interaction200490	chr14-111600000	chr14	111600000	111700000	+	12045	chr14-50200000	chr14	50200000	50300000	+	10449	61423513	8	1.709472	1.541575	-7.820629	0.737403	2
interaction200503	chr15-47400000	chr15	47400000	47500000	+	12440	chr15-16800000	chr15	16800000	16900000	+	9224	30621370	9	2.152591	1.434955	-7.820431	0.737502	2
interaction200509	chr14-125100000	chr14	125100000	125189536	+	6630	chr14-93200000	chr14	93200000	93300000	+	15215	31882638	9	2.152896	1.429872	-7.820308	0.73757	2
interaction200515	chr14-71000000	chr14	71000000	71100000	+	10776	chr14-63700000	chr14	63700000	63800000	+	10777	7296469	11	3.118455	1.299932	-7.820249	0.737595	2
interaction200519	chr14-104100000	chr14	104100000	104200000	+	14713	chr14-71200000	chr14	71200000	71300000	+	11814	32900978	11	3.11841	1.295647	-7.820138	0.737659	2
interaction200521	chr15-102800000	chr15	102800000	102900000	+	8433	chr15-89200000	chr15	89200000	89300000	+	13011	13607640	10	2.623677	1.350214	-7.820112	0.73767	2
interaction200525	chr15-75600000	chr15	75600000	75700000	+	9286	chr15-6600000	chr15	6600000	6700000	+	14872	68987815	8	1.709679	1.564886	-7.82005	0.737702	2
interaction200545	chr15-58000000	chr15	58000000	58100000	+	12971	chr15-25800000	chr15	25800000	25900000	+	11371	32178942	10	2.623533	1.357282	-7.819786	0.737823	2
interaction200554	chr15-70200000	chr15	70200000	70300000	+	11014	chr15-44000000	chr15	44000000	44100000	+	12541	26204824	10	2.623613	1.36535	-7.819622	0.737911	2
interaction200563	chr15-90700000	chr15	90700000	90800000	+	10889	chr15-49200000	chr15	49200000	49300000	+	11692	41500119	9	2.152751	1.446082	-7.819558	0.737927	2
interaction200569	chr15-73300000	chr15	73300000	73400000	+	9057	chr15-57800000	chr15	57800000	57900000	+	11212	15511793	9	2.152883	1.430177	-7.819509	0.737943	2
interaction200570	chr14-124800000	chr14	124800000	124900000	+	9317	chr14-116500000	chr14	116500000	116600000	+	9550	8289451	10	2.623807	1.361462	-7.819459	0.737972	2
interaction200573	chr15-88800000	chr15	88800000	88900000	+	9629	chr15-86300000	chr15	86300000	86400000	+	11670	2499497	16	5.869903	1.138994	-7.819433	0.73798	2
interaction200575	chr15-70400000	chr15	70400000	70500000	+	9479	chr15-47500000	chr15	47500000	47600000	+	11499	22908146	9	2.152879	1.428426	-7.819419	0.737984	2
interaction200591	chr14-75500000	chr14	75500000	75600000	+	10671	chr14-46200000	chr14	46200000	46300000	+	8261	29279778	8	1.709993	1.519492	-7.819082	0.738173	2
interaction200597	chr14-7700000	chr14	7700000	7800000	+	8831	chr14-4800000	chr14	4800000	4900000	+	2373	2895693	7	1.300443	1.677892	-7.818971	0.738233	2
interaction200598	chr15-100400000	chr15	100400000	100500000	+	9471	chr15-79600000	chr15	79600000	79700000	+	6068	20806598	7	1.299658	1.611335	-7.818967	0.738233	2
interaction200655	chr15-100000000	chr15	100000000	100100000	+	11541	chr15-73300000	chr15	73300000	73400000	+	9057	26680868	9	2.153294	1.43674	-7.818152	0.738624	2
interaction200657	chr15-89200000	chr15	89200000	89300000	+	13011	chr15-82100000	chr15	82100000	82200000	+	9915	7120398	12	3.635693	1.243533	-7.818123	0.738638	2
interaction200667	chr14-85200000	chr14	85200000	85300000	+	9001	chr14-40100000	chr14	40100000	40200000	+	11511	45095842	8	1.71023	1.534874	-7.818007	0.738687	2
interaction200678	chr15-89200000	chr15	89200000	89300000	+	13011	chr15-57700000	chr15	57700000	57800000	+	13267	31497902	11	3.119203	1.295535	-7.817829	0.738779	2
interaction200681	chr15-71600000	chr15	71600000	71700000	+	12070	chr15-44600000	chr15	44600000	44700000	+	11418	26983721	10	2.624232	1.365963	-7.817733	0.738838	2
interaction200692	chr15-64300000	chr15	64300000	64400000	+	13314	chr15-59700000	chr15	59700000	59800000	+	10992	4597577	14	4.722814	1.1663	-7.817591	0.738905	2
interaction200712	chr15-98000000	chr15	98000000	98100000	+	7824	chr15-34200000	chr15	34200000	34300000	+	12410	63795656	7	1.299899	1.628669	-7.817365	0.738996	2
interaction200715	chr15-90700000	chr15	90700000	90800000	+	10889	chr15-71400000	chr15	71400000	71500000	+	9343	19294746	9	2.153534	1.430122	-7.81729	0.73904	2
interaction200718	chr15-64400000	chr15	64400000	64500000	+	10781	chr15-7000000	chr15	7000000	7100000	+	11235	57414352	8	1.71035	1.545061	-7.817236	0.739069	2
interaction200739	chr15-98900000	chr15	98900000	99000000	+	7984	chr15-75900000	chr15	75900000	76000000	+	7383	22995265	7	1.300017	1.598484	-7.816935	0.739218	2
interaction200765	chr15-70000000	chr15	70000000	70100000	+	10839	chr15-16300000	chr15	16300000	16400000	+	10670	53675886	8	1.710516	1.536725	-7.816617	0.739353	2
interaction200771	chr15-61900000	chr15	61900000	62000000	+	12487	chr15-6600000	chr15	6600000	6700000	+	14872	55315200	10	2.624567	1.388273	-7.816568	0.739368	2
